Release,Technique,CommitHash,Added,Removed
v2,cc,9c3a565761264314cc9b54f585e84d24ad8ce0bf,2,2
v2,cc,a31ff932bcab21331f0853c3742b78ed07724dbf,40,2
v2,cc,1530cf78bb664ae155ae084613030d3cc4fb737e,4,4
v2,cc,583e980f186be62553cd0752c1df69f8abfb09bc,13,5
v2,cc,5aadae7f2f0d00f87cc123accb8d0dfd96573b95,32,24
v2,cc,a058464e34ccc13bea65d29798c33614e98efc08,4,4
v2,cc,241e82debfdee5ec177e6d21fda3222a345139b6,1,1
v2,cc,0e1d0b637e8de1d5bf8ed672814700d2f4183eff,1,1
v2,cc,8e3a41d2283d32c2579780ecf85cdd266e8c3c91,41,0
v2,cc,b16bd70f3867e88f6de0e0ed75607839173b4022,1,1
v2,cc,a7acfe4ff9a7cb8c978bf9bb4ca6473e2d903f5d,5,5
v2,cc,ea5984c0a527a85ff7ccdb6f725f2560f9582ec8,2,2
v2,cc,4f878d833a96140ed301a89745cda99dfef32a2a,12,3
v2,cc,8b8c9cc2fa1539a0236c446c241e6502f9055c0b,13,5
v2,cc,2e054e5c346ce5406a3da25fc96b510264e20c28,36,12
v2,cc,2cecd7d2d9a93a2822327e754afc86dd3ed18a84,59,0
v2,cc,da7537053f4f34a7d495e56362d01e9eb6f26aca,21,9
v2,cc,eccf62b9ec9c438fa2e0be20b11dd9d0b42095af,7,7
v2,cc,c4bee4258f801702a23292d294b157d12944db79,3,3
v2,cc,8e5e0b45a0f617882112d736aabb4b0cf0d6f57f,1,1
v2,cc,061971a8232d88c24c606af097ffa0e5ddefc6db,0,0
v2,cc,062230bed7dfd4db87bd122d29e564947d03a7fd,0,0
v2,cc,b9eec2ca99d1b4eb749902773aabb77c919ef060,0,0
v2,cc,2813ad117981b864b70903215a83f29bad37d4db,6,0
v2,cc,9d03c63090f5b245f3d932dfef1183025baa93a9,0,0
v3,cc,1431f495593b2852ce0ce59394fca60a0915071a,26,0
v3,cc,d73ad44736cc461c0367d29f464f7fb9df29f66f,33,0
v3,cc,a3cb69cac2a4cda5adb3a9d6554e3351532ec123,2,2
v3,cc,74c607138ed9e75e1620cc57bfebfa8732c48a36,18,0
v3,cc,72053ebee538fc9c8aab381d8ce7dff2805a0954,6,0
v3,cc,7d4b9710c2b8e1b380b7a11b0d943000f27663b7,2,0
v3,cc,15aa1606636019b360b235055127daaa814c4e40,8,0
v3,cc,7bdd8de3a320f5b34c5aac13b4645f9d62ec6704,8,0
v3,cc,18062a18ab04c63693adcc755138a94ff0c32c56,10,0
v3,cc,3785aea46258e12085cb5770552db4d11388b293,39,10
v3,cc,ab128ad230b29a47e86d6b7762b80e6cd04c6bba,51,5
v3,cc,8bf94d314c1130fc042c2047dd10b514070c79d2,68,9
v3,cc,37034d62334cb61cb1a2715073aff43f228cf4ed,16,0
v3,cc,00b0ebcadd0676d7feca5af7ff6f05289439121b,3,3
v3,cc,5b070c49e2d73b82984c2f4a60732553c800e52f,6,3
v3,cc,1b7ad264e545586a33fde47cf966a74a4767926b,0,0
v3,cc,db07414cf00d89800f1974126ebdcb6e7576bd5c,0,0
v3,cc,8457aaf756f54510a9be11626c453741b9aff97e,0,0
v3,cc,e1b7d099006beef35c4876bd58ee7e6564873169,0,0
v3,cc,b667e616dcc10d448e1c4414969aed4b0aa6f92f,0,0
v3,cc,cf0da0addc4373ef947761d98ae7c11a30d0a35a,0,0
v3,cc,6e922883522bca1c29cb71d4bcf94a332af48a74,86,0
v3,cc,7a3bcd9d830c7d96c330fe62e58cbbf1ecc4f402,10,0
v3,cc,9fa68cf25c1321046405dcac3dde2d616d48d884,25,7
v3,cc,83c8faa2ffb447a39776654b495a202dbb3971c6,0,0
v3,cc,d52e8f24787ff15c682b6b8996f1564b7213b220,0,0
v3,cc,a8440bf3532532807afa9c4cf0dd3c8073c152f6,0,0
v3,cc,a26d918e788eb535c2168a9b8717fee0fc697481,0,0
v3,cc,8d1b11ba0d9004f04e59342523e8a444fcbcd68d,41,5
v3,cc,c30e491f096bbbd92e0d9b301441bc905e99e982,17,0
v3,cc,687252ad5030c8897d5d155d2d8715bfb2131028,67,0
v3,cc,4d2f17d8412e6b05bcdfae6e9a73851bbe568e7c,0,0
v3,cc,dfe4965eb97d6188c18aca70c5cd1c8c2f929423,0,0
v3,cc,037b35b113cdfa5b645e4a60f53fb45ed378c8e3,0,0
v3,cc,9472383bc2b0ae6b9532827ba75626d0ecd52523,0,0
v3,cc,30c7e6c4a94d0c4fdb75a0823305861792be63bb,0,0
v3,cc,02b18716950b1d55af8af189acb4ba84fb9bd322,0,0
v3,cc,61665d9aee059237b9021f049dcd566828d0461a,2,1
v3,cc,687f06c521fd2fd3cd74cf0e545fdb88411d4447,0,0
v3,cc,46df47bb8bb3bef00697cc421502864070bd0fe9,0,0
v3,cc,ea198cb0fa3f55e365a20ecb11898e06f0f5b133,0,0
v3,cc,3d079696af37d9c87405d12b9eb2c5697e801734,0,0
v3,cc,c0f3759ee631622536c4091118d3eccf5808bdb9,0,0
v3,cc,7c7b8e162536e537147ae1f5fe8ba74d1940a0ec,0,0
v3,cc,bb0e338ccda263c93205bfbd576e920c7f4204cd,0,0
v3,cc,a2eee2d6b665cc38a803950cd1ba492c4980a5f1,0,0
v3,cc,0990fe25769105d663e0b679bf35e24828328a81,78,6
v3,cc,88f1526dec44da44304e83bf563fee377a9d3526,38,8
v3,cc,309766d82b087b10367a583137681abcca3f2cfb,16,2
v3,cc,a71eb013d03e59bfc289cbded07cba95a630c964,12,0
v3,cc,db30645b75719f07d5461bd72efd9fbfc14a17f7,23,6
v3,cc,5fe28a59070d1140d651b6f4f74be1949c06bdac,31,7
v3,cc,96badd94df5ca4e49da98aee08628931ce71517c,315,4
v3,cc,62ccc440b334f5e3f322e174672e4413f53785f6,70,24
v3,cc,1322cc5ac773d786bb9afceca4a1ee84eed4fca4,52,9
v3,cc,9d7752e789a8d79e0ea2c7386df55fa0bf786128,119,9
v3,cc,d108cf910269151bf4380a4f556c82ac39824f09,0,0
v3,cc,5da64e790adbf4020490290f3e783cde4fab8077,0,0
v3,cc,5fc6f40562ccd786fa698d71d57807ef2b0c86d3,0,0
v3,cc,bbf1c129cc1741d99def2c11e83db4fd72ebf422,0,0
v3,cc,38d683dd1129b0facd06e185474b0ddabf8febdb,0,0
v3,cc,82db5d95b71cd55cec30646ee8ba1a19d05d2959,0,0
v3,cc,1ca7b4035325df25f0665b549004e51d95c39ea3,1,1
v3,cc,be2e5577311c6846533e3debceea56cb931a51bd,0,0
v3,cc,e02a12a6e44a998b4fa440eb44901d625d9d09b9,27,10
v3,cc,4bff85de005e461ec1f066665ff6bd3f02bd4784,2,0
v3,cc,a05822cdc7d4f42732b84759b7359971616a0d5f,1,1
v4,cc,68e6602dc857fbb5c0ce380c4f8785908e7f2973,0,4
v4,cc,b92045ab2cba6f9d3bd11e9ba773aa5d85b1d7aa,144,2
v4,cc,b0126318076020082ec6f16fcd99d84e6c2be9d8,3,1
v4,cc,06a72aaec288943de181dfce0fe608bae14e6e74,20,1
v4,cc,2773b5f3142601f5549ee7fbff9975773b821898,35,17
v4,cc,8a08e5801fa1b48b0410acb45de5e4cd3d79fca5,28,1
v4,cc,6f09dbfdc2bcad7cd03a94ae003e48dfdc8cb481,30,10
v4,cc,78ebb921ed2eb2e092f1c055fce1d7fc88918b15,55,16
v4,cc,5878d0108ca39549118e55211a49e888e8528a0a,71,4
v4,cc,64d2554cb7bc8789ba4695e1f8d965a23615a263,34,2
v4,cc,76da0b9006b2e31ce4832109a357d5661693d5c3,217,45
v4,cc,5666b63d790e702ad42911732e99c16ab16c4583,0,0
v4,cc,5c4b3832b4edc770a8090624acb53812ea852492,0,0
v4,cc,5fdaccf9622a3502f42420c9ebc89ea452608ecc,0,0
v4,cc,02b420b54822a4588048fae37fa4d0d8279681dc,0,0
v4,cc,f73d56353f94803a3c3c1faa63fea8c90aec824e,0,0
v4,cc,079a4f3b27d1264f76487ab3175c537ff722bb9f,0,0
v4,cc,e3f2625226342e308e8c8ea883ac9b20ebdf348f,0,0
v4,cc,4ce80cb4802ccdeaacb001fb75a85e8678870dec,0,0
v4,cc,139494f6152c32fcb0fda7998df3ebaa082a3741,0,0
v4,cc,c7fc7f13166c7c14cfbe072b5bec3af1ee04c06c,94,94
v4,cc,d58500735f852e1894138169f3ea819466be4e5b,0,0
v4,cc,0495868c4ec6d2881490075aa440de52eddd9d5d,39,138
v4,cc,2b9abe0749cdd1247bc63ad4e6f1744b0bec26f7,2,2
v4,cc,40723fc0f64ac6b0fd8dc4ec37b0c9eec1a70c80,124,97
v4,cc,8f218f385586bd7c6540a38d9e4fcaee02c8bc55,4,3
v4,cc,398ce6b7eb46abf9e0e79911c946b378fcb32908,37,4
v4,cc,85f04eeee78e24923df3581842896691728f7770,0,0
